age,gender,height,looking_for,children,education_level,occupation,swiping_history,frequency_of_usage,state,year,month,day,hour,interests_array,engagement_label,gender_idx,looking_for_idx,children_idx,education_level_idx,occupation_idx,frequency_of_usage_idx,state_idx,gender_ohe,looking_for_ohe,children_ohe,education_level_ohe,occupation_ohe,frequency_of_usage_ohe,state_ohe,features_reg,scaledFeatures_reg,swiping_pred
21,Female,5.9,Casual Dating,No,Bachelor's,Doctor,230,Weekly,Minnesota,2025,2,9,16,['Sports'],0,1.0,0.0,0.0,0.0,5.0,1.0,10.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[],[])","(2,[1],[1.0])","(49,[10],[1.0])","(68,[0,1,2,3,4,5,7,8,9,18,29],[21.0,5.9,2025.0,2.0,9.0,16.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,0.4461720888337226,0.0,1.160045750844162,-0.637553597718264,0.6633389084991356,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,6.745998813664376,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",253.57027405140641
21,Female,5.96,Casual Dating,Yes,Bachelor's,Teacher,336,Monthly,Washington,2025,2,12,16,"['Movies', 'Sports']",1,1.0,0.0,1.0,0.0,2.0,2.0,20.0,"(1,[],[])","(1,[0],[1.0])","(1,[],[])","(3,[0],[1.0])","(5,[2],[1.0])","(2,[],[])","(49,[20],[1.0])","(68,[0,1,2,3,4,5,7,9,14,39],[21.0,5.96,2025.0,2.0,12.0,16.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,0.5769321800577637,0.0,1.160045750844162,-0.2846100302580071,0.6633389084991356,-1.237450844833538,0.6503489904146952,-2.0128829512904924,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,1.9925534771805633,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,6.9260889642703205,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",251.79796795702285
21,Female,6.01,Marriage,Yes,High School,Engineer,14,Daily,New Hampshire,2025,1,18,19,"['Sports', 'Reading', 'Reading']",0,1.0,1.0,1.0,1.0,0.0,0.0,43.0,"(1,[],[])","(1,[],[])","(1,[],[])","(3,[1],[1.0])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[43],[1.0])","(68,[0,1,2,3,4,5,10,12,17,62],[21.0,6.01,2025.0,1.0,18.0,19.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,0.6858989227444648,0.0,-0.8236348656127096,0.4212771046625069,1.100639424651356,-1.237450844833538,-1.5374512900672246,-2.0128829512904924,-0.8011292877353655,1.512196007725144,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,7.357483974621952,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",253.05912804247714
21,Female,6.06,Casual Dating,No,Bachelor's,Engineer,321,Daily,Ohio,2025,2,3,17,"['Sports', 'Reading', 'Sports']",1,1.0,0.0,0.0,0.0,0.0,0.0,18.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[18],[1.0])","(68,[0,1,2,3,4,5,7,8,9,12,17,37],[21.0,6.06,2025.0,2.0,3.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,0.7948656654311661,0.0,1.160045750844162,-1.343440732638778,0.8091057472165424,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,6.905384177003392,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",264.8131187819588
21,Female,6.1,Casual Dating,No,Master's,Entrepreneur,226,Weekly,Arkansas,2025,1,2,5,"['Movies', 'Sports']",0,1.0,0.0,0.0,2.0,1.0,1.0,26.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[2],[1.0])","(5,[1],[1.0])","(2,[1],[1.0])","(49,[26],[1.0])","(68,[0,1,2,3,4,5,7,8,11,13,18,45],[21.0,6.1,2025.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,0.8820390595805274,0.0,-0.8236348656127096,-1.4610885884588636,-0.9400963173923393,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,-0.661210510541652,1.9925534771805633,-0.6490405213487219,1.9807176776276108,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,7.010757627769738,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",245.89623214932385
21,Female,6.13,Marriage,No,Bachelor's,Entrepreneur,222,Daily,Ohio,2025,1,1,2,['Sports'],0,1.0,1.0,0.0,0.0,1.0,0.0,18.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[1],[1.0])","(2,[0],[1.0])","(49,[18],[1.0])","(68,[0,1,2,3,4,5,8,9,13,17,37],[21.0,6.13,2025.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,0.9474191051925489,0.0,-0.8236348656127096,-1.5787364442789493,-1.3773968335445599,-1.237450844833538,-1.5374512900672246,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,1.9807176776276108,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,6.905384177003392,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",253.5415778534259
21,Female,6.15,Casual Dating,No,High School,Lawyer,259,Weekly,Texas,2025,1,2,2,['Movies'],1,1.0,0.0,0.0,1.0,3.0,1.0,4.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[1],[1.0])","(5,[3],[1.0])","(2,[1],[1.0])","(49,[4],[1.0])","(68,[0,1,2,3,4,5,7,8,10,15,18,23],[21.0,6.15,2025.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,0.9910058022672306,0.0,-0.8236348656127096,-1.4610885884588636,-1.3773968335445599,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,1.512196007725144,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,2.9772242410544747,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,6.614996947982821,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",248.43726843112262
21,Female,6.16,Casual Dating,No,Master's,Entrepreneur,153,Daily,South Dakota,2025,2,21,10,['Movies'],0,1.0,0.0,0.0,2.0,1.0,0.0,38.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[2],[1.0])","(5,[1],[1.0])","(2,[0],[1.0])","(49,[38],[1.0])","(68,[0,1,2,3,4,5,7,8,11,13,17,57],[21.0,6.16,2025.0,2.0,21.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,1.0127991508045704,0.0,1.160045750844162,0.7742206721227639,-0.2112621238053053,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,-0.661210510541652,1.9925534771805633,-0.6490405213487219,1.9807176776276108,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,7.189575336792467,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",241.77237915751076
21,Female,6.18,Marriage,No,Master's,Lawyer,282,Daily,New Mexico,2025,2,17,11,"['Sports', 'Reading', 'Sports']",1,1.0,1.0,0.0,2.0,3.0,0.0,41.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(3,[2],[1.0])","(5,[3],[1.0])","(2,[0],[1.0])","(49,[41],[1.0])","(68,[0,1,2,3,4,5,8,11,15,17,60],[21.0,6.18,2025.0,2.0,17.0,11.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,1.05638584787925,0.0,1.160045750844162,0.30362924884242126,-0.0654952850878985,-1.237450844833538,-1.5374512900672246,0.4967402072067583,-0.8011292877353655,-0.661210510541652,1.9925534771805633,-0.6490405213487219,-0.504806871570202,-0.501808310671695,2.9772242410544747,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,7.2601513431228035,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",237.2719068732049
21,Female,6.22,Casual Dating,No,Bachelor's,Lawyer,187,Daily,Missouri,2025,2,1,5,['Sports'],0,1.0,0.0,0.0,0.0,3.0,0.0,31.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[3],[1.0])","(2,[0],[1.0])","(49,[31],[1.0])","(68,[0,1,2,3,4,5,7,8,9,15,17,50],[21.0,6.22,2025.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,1.1435592420286114,0.0,1.160045750844162,-1.5787364442789493,-0.9400963173923393,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,2.9772242410544747,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,7.098521606262947,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",251.5564463580392
21,Female,6.22,Casual Dating,No,Bachelor's,Lawyer,195,Monthly,Colorado,2025,2,11,0,"['Sports', 'Sports']",0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[3],[1.0])","(2,[],[])","(49,[0],[1.0])","(68,[0,1,2,3,4,7,8,9,15,19],[21.0,6.22,2025.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,1.1435592420286114,0.0,1.160045750844162,-0.4022578860780927,-1.6689305109793735,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,2.9772242410544747,-0.3342910362745251,-1.0173863005150519,-0.6464250438377518,6.373783813849745,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",249.43258264125052
21,Female,6.23,Marriage,No,Bachelor's,Artist,95,Daily,Nevada,2025,1,2,11,"['Sports', 'Sports']",0,1.0,1.0,0.0,0.0,4.0,0.0,49.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[4],[1.0])","(2,[0],[1.0])","(49,[],[])","(68,[0,1,2,3,4,5,8,9,16,17],[21.0,6.23,2025.0,1.0,2.0,11.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,1.1653525905659532,0.0,-0.8236348656127096,-1.4610885884588636,-0.0654952850878985,-1.237450844833538,-1.5374512900672246,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,-0.33584299110531635,2.9910460820309663,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",251.88669660072642
21,Female,6.28,Casual Dating,No,High School,Artist,319,Daily,Pennsylvania,2025,2,9,12,"['Reading', 'Reading']",1,1.0,0.0,0.0,1.0,4.0,0.0,36.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[1],[1.0])","(5,[4],[1.0])","(2,[0],[1.0])","(49,[36],[1.0])","(68,[0,1,2,3,4,5,7,8,10,16,17,55],[21.0,6.28,2025.0,2.0,9.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,1.2743193332526546,0.0,1.160045750844162,-0.637553597718264,0.08027155362950832,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,1.512196007725144,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,-0.33584299110531635,2.9910460820309663,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,7.16649221528432,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",250.73669758626593
21,Female,6.29,Casual Dating,No,Master's,Lawyer,472,Monthly,Arizona,2025,1,7,23,"['Reading', 'Movies', 'Sports']",1,1.0,0.0,0.0,2.0,3.0,2.0,29.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[2],[1.0])","(5,[3],[1.0])","(2,[],[])","(49,[29],[1.0])","(68,[0,1,2,3,4,5,7,8,11,15,48],[21.0,6.29,2025.0,1.0,7.0,23.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,1.2961126817899944,0.0,-0.8236348656127096,-0.8728493093584354,1.6837067795209832,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,-0.661210510541652,1.9925534771805633,-0.6490405213487219,-0.504806871570202,-0.501808310671695,2.9772242410544747,-0.3342910362745251,-1.0173863005150519,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,7.076280077667563,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",241.28760866632464
21,Female,6.34,Marriage,No,Bachelor's,Teacher,10,Weekly,Maryland,2025,2,21,21,"['Sports', 'Sports']",0,1.0,1.0,0.0,0.0,2.0,1.0,9.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[2],[1.0])","(2,[1],[1.0])","(49,[9],[1.0])","(68,[0,1,2,3,4,5,8,9,14,18,28],[21.0,6.34,2025.0,2.0,21.0,21.0,1.0,1.0,1.0,1.0,1.0])","[-1.0822712030306216,1.4050794244766955,0.0,1.160045750844162,0.7742206721227639,1.3921731020861696,-1.237450844833538,-1.5374512900672246,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,1.9925534771805633,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,6.745998813664376,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]",256.09107158219086
