age,gender,height,looking_for,children,education_level,occupation,swiping_history,frequency_of_usage,state,year,month,day,hour,interests_array,engagement_label,gender_idx,looking_for_idx,children_idx,education_level_idx,occupation_idx,frequency_of_usage_idx,state_idx,gender_ohe,looking_for_ohe,children_ohe,education_level_ohe,occupation_ohe,frequency_of_usage_ohe,state_ohe,features_clf,scaledFeatures_clf,rawPrediction,probability,engagement_pred
19,Male,6.37,Casual Dating,No,Bachelor's,Engineer,98,Weekly,Wyoming,2025,2,19,16,['Sports'],0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[1],[1.0])","(49,[15],[1.0])","(69,[0,1,2,3,4,5,6,7,8,9,10,13,19,35],[19.0,6.37,98.0,2025.0,2.0,19.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.4689840771560247,1.470459470088717,-1.0532321097478496,0.0,1.160045750844162,0.5389249604825925,0.6633389084991356,0.8080158484529496,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,6.86451071737309,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[40.64619169084688,9.353808309153136]","[0.8129238338169373,0.18707616618306266]",0.0
19,Male,6.39,Marriage,Yes,Bachelor's,Doctor,149,Daily,Colorado,2025,1,5,8,"['Movies', 'Reading', 'Movies']",0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,"(1,[0],[1.0])","(1,[],[])","(1,[],[])","(3,[0],[1.0])","(5,[],[])","(2,[0],[1.0])","(49,[0],[1.0])","(69,[0,1,2,3,4,5,6,7,10,18,20],[19.0,6.39,149.0,2025.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0])","[-1.4689840771560247,1.5140461671633967,-0.7000886248720845,0.0,-0.8236348656127096,-1.1081450209986068,-0.5027958012401189,0.8080158484529496,-1.5374512900672246,-2.0128829512904924,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,6.373783813849745,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[41.07653838807923,8.923461611920779]","[0.8215307677615844,0.17846923223841554]",0.0
19,Male,6.4,Casual Dating,Yes,Bachelor's,Engineer,383,Daily,Massachusetts,2025,2,4,12,"['Reading', 'Reading', 'Sports']",1,0.0,0.0,1.0,0.0,0.0,0.0,40.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[40],[1.0])","(69,[0,1,2,3,4,5,6,7,8,10,13,18,60],[19.0,6.4,383.0,2025.0,2.0,4.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.4689840771560247,1.5358395157007385,0.9202167763226023,0.0,1.160045750844162,-1.2257928768186923,0.08027155362950832,0.8080158484529496,0.6503489904146952,-2.0128829512904924,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,7.2601513431228035,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[8.480400675842317,41.519599324157674]","[0.16960801351684635,0.8303919864831536]",1.0
19,Male,6.41,Casual Dating,No,Bachelor's,Lawyer,456,Daily,Oklahoma,2025,1,23,17,"['Reading', 'Reading', 'Reading']",1,0.0,0.0,0.0,0.0,3.0,0.0,5.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[3],[1.0])","(2,[0],[1.0])","(49,[5],[1.0])","(69,[0,1,2,3,4,5,6,7,8,9,10,16,18,25],[19.0,6.41,456.0,2025.0,1.0,23.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.4689840771560247,1.5576328642380783,1.4256966664388935,0.0,-0.8236348656127096,1.0095163837629353,0.8091057472165424,0.8080158484529496,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,2.9772242410544747,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,6.651667860250114,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[8.474607508199414,41.52539249180058]","[0.1694921501639883,0.8305078498360118]",1.0
19,Male,6.45,Casual Dating,No,High School,Engineer,86,Monthly,Wisconsin,2025,1,11,22,"['Sports', 'Sports', 'Movies']",0,0.0,0.0,0.0,1.0,0.0,2.0,16.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[1],[1.0])","(5,[0],[1.0])","(2,[],[])","(49,[16],[1.0])","(69,[0,1,2,3,4,5,6,7,8,9,11,13,36],[19.0,6.45,86.0,2025.0,1.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.4689840771560247,1.6448062583874397,-1.1363246944245002,0.0,-0.8236348656127096,-0.4022578860780927,1.5379399408035763,0.8080158484529496,0.6503489904146952,0.4967402072067583,-0.8011292877353655,1.512196007725144,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,6.884858959803801,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[40.96119809417564,9.038801905824355]","[0.8192239618835129,0.1807760381164871]",0.0
19,Male,6.46,Casual Dating,No,Bachelor's,Entrepreneur,125,Daily,Alaska,2025,1,29,17,"['Sports', 'Movies', 'Sports']",0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[1],[1.0])","(2,[0],[1.0])","(49,[21],[1.0])","(69,[0,1,2,3,4,5,6,7,8,9,10,14,18,41],[19.0,6.46,125.0,2025.0,1.0,29.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.4689840771560247,1.6665996069247795,-0.8662737942253856,0.0,-0.8236348656127096,1.715403518683449,0.8091057472165424,0.8080158484529496,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,1.9807176776276108,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,6.946975970541342,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[40.34590564756689,9.65409435243312]","[0.8069181129513376,0.19308188704866236]",0.0
19,Male,6.46,Casual Dating,No,Ph.D.,Engineer,324,Daily,Indiana,2025,2,16,12,"['Sports', 'Movies']",1,0.0,0.0,0.0,3.0,0.0,0.0,3.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[],[])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[3],[1.0])","(69,[0,1,2,3,4,5,6,7,8,9,13,18,23],[19.0,6.46,324.0,2025.0,2.0,16.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.4689840771560247,1.6665996069247795,0.511678234995737,0.0,1.160045750844162,0.18598139302233557,0.08027155362950832,0.8080158484529496,0.6503489904146952,0.4967402072067583,-0.8011292877353655,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,6.561077590862043,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[9.044939994572575,40.95506000542741]","[0.18089879989145155,0.8191012001085485]",1.0
20,Female,4.93,Marriage,No,High School,Teacher,368,Daily,Hawaii,2025,1,5,23,"['Reading', 'Sports', 'Reading']",1,1.0,1.0,0.0,1.0,2.0,0.0,33.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(3,[1],[1.0])","(5,[2],[1.0])","(2,[0],[1.0])","(49,[33],[1.0])","(69,[0,1,2,3,4,5,6,9,11,15,18,53],[20.0,4.93,368.0,2025.0,1.0,5.0,23.0,1.0,1.0,1.0,1.0,1.0])","[-1.275627640093323,-1.6677827192882897,0.8163510454767892,0.0,-0.8236348656127096,-1.1081450209986068,1.6837067795209832,-1.237450844833538,-1.5374512900672246,0.4967402072067583,-0.8011292877353655,1.512196007725144,-0.501808310671695,-0.6490405213487219,-0.504806871570202,1.9925534771805633,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,7.120968658817035,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[9.481501662612908,40.51849833738709]","[0.18963003325225816,0.8103699667477419]",1.0
20,Female,4.95,Casual Dating,No,High School,Artist,377,Weekly,New Mexico,2025,1,2,6,"['Sports', 'Movies', 'Reading']",1,1.0,0.0,0.0,1.0,4.0,1.0,41.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[1],[1.0])","(5,[4],[1.0])","(2,[1],[1.0])","(49,[41],[1.0])","(69,[0,1,2,3,4,5,6,8,9,11,17,19,61],[20.0,4.95,377.0,2025.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.275627640093323,-1.624196022213608,0.878670483984277,0.0,-0.8236348656127096,-1.4610885884588636,-0.7943294786749325,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,1.512196007725144,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,-0.33584299110531635,2.9910460820309663,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,7.2601513431228035,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[8.98227937452401,41.01772062547598]","[0.17964558749048024,0.8203544125095197]",1.0
20,Female,4.95,Casual Dating,Yes,High School,Teacher,16,Monthly,Kentucky,2025,2,3,8,['Reading'],0,1.0,0.0,1.0,1.0,2.0,2.0,14.0,"(1,[],[])","(1,[0],[1.0])","(1,[],[])","(3,[1],[1.0])","(5,[2],[1.0])","(2,[],[])","(49,[14],[1.0])","(69,[0,1,2,3,4,5,6,8,11,15,34],[20.0,4.95,16.0,2025.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0])","[-1.275627640093323,-1.624196022213608,-1.6210314383716287,0.0,1.160045750844162,-1.343440732638778,-0.5027958012401189,-1.237450844833538,0.6503489904146952,-2.0128829512904924,-0.8011292877353655,1.512196007725144,-0.501808310671695,-0.6490405213487219,-0.504806871570202,1.9925534771805633,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,6.804502661424226,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[41.136909183680885,8.863090816319126]","[0.8227381836736175,0.17726181632638247]",0.0
20,Female,4.99,Casual Dating,Yes,High School,Engineer,346,Weekly,Massachusetts,2025,2,20,6,['Sports'],1,1.0,0.0,1.0,1.0,0.0,1.0,40.0,"(1,[],[])","(1,[0],[1.0])","(1,[],[])","(3,[1],[1.0])","(5,[0],[1.0])","(2,[1],[1.0])","(49,[40],[1.0])","(69,[0,1,2,3,4,5,6,8,11,13,19,60],[20.0,4.99,346.0,2025.0,2.0,20.0,6.0,1.0,1.0,1.0,1.0,1.0])","[-1.275627640093323,-1.5370226280642467,0.664014640236263,0.0,1.160045750844162,0.6565728163026783,-0.7943294786749325,-1.237450844833538,0.6503489904146952,-2.0128829512904924,-0.8011292877353655,1.512196007725144,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,7.2601513431228035,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[9.228801549178824,40.771198450821174]","[0.18457603098357647,0.8154239690164234]",1.0
20,Female,5.06,Casual Dating,No,Bachelor's,Engineer,68,Daily,Maine,2025,1,21,11,"['Reading', 'Movies']",0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[44],[1.0])","(69,[0,1,2,3,4,5,6,8,9,10,13,18,64],[20.0,5.06,68.0,2025.0,1.0,21.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.275627640093323,-1.3844691883028657,-1.260963571439476,0.0,-0.8236348656127096,0.7742206721227639,-0.0654952850878985,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,7.458738041178111,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[40.90690007313188,9.093099926868128]","[0.8181380014626375,0.18186199853736254]",0.0
20,Female,5.06,Casual Dating,No,Bachelor's,Entrepreneur,355,Weekly,Florida,2025,2,20,19,['Sports'],1,1.0,0.0,0.0,0.0,1.0,1.0,28.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[1],[1.0])","(2,[1],[1.0])","(49,[28],[1.0])","(69,[0,1,2,3,4,5,6,8,9,10,14,19,48],[20.0,5.06,355.0,2025.0,2.0,20.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.275627640093323,-1.3844691883028657,0.726334078743751,0.0,1.160045750844162,0.6565728163026783,1.100639424651356,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,1.9807176776276108,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,7.054240939154561,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[9.134291776628823,40.865708223371165]","[0.1826858355325765,0.8173141644674236]",1.0
20,Female,5.07,Casual Dating,No,Master's,Artist,411,Weekly,Kansas,2025,2,25,12,['Reading'],1,1.0,0.0,0.0,2.0,4.0,1.0,42.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[2],[1.0])","(5,[4],[1.0])","(2,[1],[1.0])","(49,[42],[1.0])","(69,[0,1,2,3,4,5,6,8,9,12,17,19,62],[20.0,5.07,411.0,2025.0,2.0,25.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0])","[-1.275627640093323,-1.3626758397655239,1.1140994739014538,0.0,1.160045750844162,1.2448120954031066,0.08027155362950832,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,-0.661210510541652,1.9925534771805633,-0.6490405213487219,-0.504806871570202,-0.501808310671695,-0.33584299110531635,2.9910460820309663,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,7.357483974621952,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[9.672865455021807,40.327134544978186]","[0.19345730910043615,0.8065426908995639]",1.0
